---,Name,Type
127,Black,Adjective
128,Blue,Adjective
129,Bored,Adjective
130,Clumsy,Adjective
131,Combative,Adjective
132,Condemned,Adjective
133,Confused,Adjective
134,"Crazy,Flipped-Out",Adjective
135,Creepy,Adjective
136,Cruel,Adjective
137,Dangerous,Adjective
138,Defeated,Adjective
139,Defiant,Adjective
140,Depressed,Adjective
141,Disgusted,Adjective
142,Disturbed,Adjective
143,Dizzy,Adjective
144,Dull,Adjective
145,Embarrassed,Adjective
146,Envious,Adjective
147,Evil,Adjective
148,Fierce,Adjective
149,Foolish,Adjective
150,Frantic,Adjective
151,Frightened,Adjective
152,Grieving,Adjective
153,Grumpy,Adjective
154,Helpless,Adjective
155,Homeless,Adjective
156,Hungry,Adjective
157,Hurt,Adjective
158,Ill,Adjective
159,Itchy,Adjective
160,Jealous,Adjective
161,Jittery,Adjective
162,Lazy,Adjective
163,Lonely,Adjective
164,Mysterious,Adjective
165,Nasty,Adjective
166,Naughty,Adjective
167,Nervous,Adjective
168,Nutty,Adjective
169,Obnoxious,Adjective
170,Outrageous,Adjective
171,Panicky,Adjective
172,Repulsive,Adjective
173,Scary,Adjective
174,Selfish,Adjective
175,Sore,Adjective
176,Tense,Adjective
177,Terrible,Adjective
178,Testy,Adjective
179,Thoughtless,Adjective
180,Tired,Adjective
181,Troubled,Adjective
182,Upset,Adjective
183,Uptight,Adjective
184,Weary,Adjective
185,Wicked,Adjective
186,Worried,Adjective
187,Agreeable,Adjective
188,Amused,Adjective
189,Brave,Adjective
190,Calm,Adjective
191,Charming,Adjective
192,Cheerful,Adjective
193,Comfortable,Adjective
194,Cooperative,Adjective
195,Courageous,Adjective
196,Delightful,Adjective
197,Determined,Adjective
198,Eager,Adjective
199,Elated,Adjective
200,Enchanting,Adjective
201,Encouraging,Adjective
202,Energetic,Adjective
203,Enthusiastic,Adjective
204,Excited,Adjective
205,Exuberant,Adjective
206,Fair,Adjective
207,Faithful,Adjective
208,Fantastic,Adjective
209,Fine,Adjective
210,Friendly,Adjective
211,Funny,Adjective
212,Gentle,Adjective
213,Glorious,Adjective
214,Good,Adjective
215,Happy,Adjective
216,Healthy,Adjective
217,Helpful,Adjective
218,Hilarious,Adjective
219,Jolly,Adjective
220,Joyous,Adjective
221,Kind,Adjective
222,Lively,Adjective
223,Lovely,Adjective
224,Lucky,Adjective
225,Nice,Adjective
226,Obedient,Adjective
227,Perfect,Adjective
228,Pleasant,Adjective
229,Proud,Adjective
230,Relieved,Adjective
231,Silly,Adjective
232,Smiling,Adjective
233,Splendid,Adjective
234,Successful,Adjective
235,Thankful,Adjective
236,Thoughtful,Adjective
237,Victorious,Adjective
238,Vivacious,Adjective
239,Witty,Adjective
240,Wonderful,Adjective
241,Zealous,Adjective
242,Zany,Adjective
243,Broad,Adjective
244,Chubby,Adjective
245,Crooked,Adjective
246,Curved,Adjective
247,Deep,Adjective
248,Flat,Adjective
249,High,Adjective
250,Hollow,Adjective
251,Low,Adjective
252,Narrow,Adjective
253,Round,Adjective
254,Shallow,Adjective
255,Skinny,Adjective
256,Square,Adjective
257,Steep,Adjective
258,Straight,Adjective
259,Wide,Adjective
260,Big,Adjective
261,Colossal,Adjective
262,Fat,Adjective
263,Gigantic,Adjective
264,Great,Adjective
265,Huge,Adjective
266,Immense,Adjective
267,Large,Adjective
268,Little,Adjective
269,Mammoth,Adjective
270,Massive,Adjective
271,Miniature,Adjective
272,Petite,Adjective
273,Puny,Adjective
274,Scrawny,Adjective
275,Short,Adjective
276,Small,Adjective
277,Tall,Adjective
278,Teeny,Adjective
279,Teeny-Tiny,Adjective
280,Tiny,Adjective
281,Cooing,Adjective
282,Deafening,Adjective
283,Faint,Adjective
284,Harsh,Adjective
285,High-Pitched,Adjective
286,Hissing,Adjective
287,Hushed,Adjective
288,Husky,Adjective
289,Loud,Adjective
290,Melodic,Adjective
291,Moaning,Adjective
292,Mute,Adjective
293,Noisy,Adjective
294,Purring,Adjective
295,Quiet,Adjective
296,Raspy,Adjective
297,Resonant,Adjective
298,Screeching,Adjective
299,Shrill,Adjective
300,Silent,Adjective
301,Soft,Adjective
302,Squealing,Adjective
303,Thundering,Adjective
304,Voiceless,Adjective
305,Whispering,Adjective
306,Ancient,Adjective
307,Brief,Adjective
308,Early,Adjective
309,Fast,Adjective
310,Late,Adjective
311,Long,Adjective
312,Modern,Adjective
313,Old,Adjective
314,Old-Fashioned,Adjective
315,Quick,Adjective
316,Rapid,Adjective
317,Short,Adjective
318,Slow,Adjective
319,Swift,Adjective
320,Young,Adjective
321,Taste/Touch,Adjective
322,Bitter,Adjective
323,Delicious,Adjective
324,Fresh,Adjective
325,Juicy,Adjective
326,Ripe,Adjective
327,Rotten,Adjective
328,Salty,Adjective
329,Sour,Adjective
330,Spicy,Adjective
331,Stale,Adjective
332,Sticky,Adjective
333,Strong,Adjective
334,Sweet,Adjective
335,Tart,Adjective
336,Tasteless,Adjective
337,Tasty,Adjective
338,Thirsty,Adjective
339,Fluttering,Adjective
340,Fuzzy,Adjective
341,Greasy,Adjective
342,Grubby,Adjective
343,Hard,Adjective
344,Hot,Adjective
345,Icy,Adjective
346,Loose,Adjective
347,Melted,Adjective
348,Nutritious,Adjective
349,Plastic,Adjective
350,Prickly,Adjective
351,Rainy,Adjective
352,Rough,Adjective
353,Scattered,Adjective
354,Shaggy,Adjective
355,Shaky,Adjective
356,Sharp,Adjective
357,Shivering,Adjective
358,Silky,Adjective
359,Slimy,Adjective
360,Slippery,Adjective
361,Smooth,Adjective
362,Soft,Adjective
363,Solid,Adjective
364,Steady,Adjective
365,Sticky,Adjective
366,Tender,Adjective
367,Tight,Adjective
368,Uneven,Adjective
369,Weak,Adjective
370,Wet,Adjective
371,Wooden,Adjective
372,Yummy,Adjective
373,Boiling,Adjective
374,Breezy,Adjective
375,Broken,Adjective
376,Bumpy,Adjective
377,Chilly,Adjective
378,Cold,Adjective
379,Cool,Adjective
380,Creepy,Adjective
381,Crooked,Adjective
382,Cuddly,Adjective
383,Curly,Adjective
384,Damaged,Adjective
385,Damp,Adjective
386,Dirty,Adjective
387,Dry,Adjective
388,Dusty,Adjective
389,Filthy,Adjective
390,Flaky,Adjective
391,Fluffy,Adjective
392,Freezing,Adjective
393,Hot,Adjective
394,Warm,Adjective
395,Wet,Adjective
396,Abundant,Adjective
397,Empty,Adjective
398,Few,Adjective
399,Heavy,Adjective
400,Light,Adjective
401,Many,Adjective
402,Numerous,Adjective
403,Substantial,Adjective
